Application ID,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Loan Amount (Mixed Units),Project Cost (Mixed Units),Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Days_Overdue
5722,Budgam,male ,urban ,Locomotor,nano entrepreneur,,JKBK035901,2-1-2022,1,1,0,0,0,0,0,11.0,59.0,5.0,,23.0,,₹807356,2104k INR,94116.0,18.0,11.98,,,43.0,0.63,Default,0
5723,Doda,male ,Urban,None,MSME Sunrise Sector,Healthcare,JKBK010129,2026-08-13,1,1,0,1,0,0,0,12.0,6.0,34.0,23.0,13.0,88.0,$40634,5701k INR,44266.0,48.0,9.53,,,33.0,0.03,,0
5724,Budgam,,Rural,,,Healthcare,JKBK062302,2021-06-10,1,0,0,1,1,0,0,1.0,42.0,32.0,93.0,35.0,203.0,$27537,,12749.0,18.0,12.69,,,90.0,0.29,Default,23
5725,Anantnag,,Urban,,nano entrepreneur,Tourism,JKBK080436,2024-11-10,1,1,0,1,1,1,1,20.0,60.0,,109.0,38.0,,$41509,4134k INR,77960.0,,7.65,,,51.0,0.38,On-time,159
5726,Ganderbal,Female,rural,Visual,Existing Enterprise,Healthcare,JKBK065566,15/2/2024,1,1,0,1,1,0,0,8.0,,,,12.0,,₹2801741,,39783.0,24.0,8.61,,,61.0,0.88,late,103
5727,Udhampur,FEMALE,urban ,,Existing Enterprise,Agri,JKBK082921,,1,1,0,1,1,1,1,36.0,14.0,25.0,60.0,7.0,142.0,,1159k INR,,60.0,9.89,,,63.0,,Delayed,16
5728,Doda,,urban ,Hearing,MSME Sunrise Sector,Healthcare,JKBK089244,10/12/2021,1,1,0,0,0,0,0,4.0,58.0,46.0,82.0,40.0,230.0,2581867,935k INR,91191.0,60.0,8.86,,,93.0,0.72,On-time,0
5729,Kupwara,Other,,Multiple,,Manufacturing,JKBK041552,2-6-2023,1,1,0,1,1,1,0,18.0,67.0,42.0,45.0,12.0,184.0,5925588,₹5635369,117044.0,24.0,11.86,43144.0,0.369,49.0,0.08,Default,109
5730,Udhampur,male ,,Hearing,Nano Entrepreneur,,JKBK088000,23/4/2024,1,0,0,1,1,0,0,23.0,82.0,,7.0,20.0,,$36750,₹4709064,35382.0,60.0,12.42,,,60.0,0.41,Default,93
5731,Shopian,male ,rural,Multiple,Existing Enterprise,Retail,JKBK041667,As on Feb 2026,1,1,1,1,1,0,0,15.0,77.0,24.0,,13.0,,641365,140757,97104.0,48.0,10.2,,,33.0,0.11,On-time,0
5732,Reasi,Female,rural,Visual,MSME Sunrise Sector,,JKBK042887,As on Feb 2026,1,1,0,0,0,0,0,21.0,65.0,44.0,20.0,2.0,152.0,613608,₹5154693,90505.0,24.0,13.22,,,20.0,0.95,ONTIME,122
5733,Udhampur,male ,,None,,Retail,JKBK048520,9/3/2024,1,1,0,1,1,0,0,,65.0,51.0,100.0,35.0,,1384593,,70569.0,18.0,8.86,,,78.0,0.86,ONTIME,42
5734,Ramban,,Urban,Multiple,Existing enterprise,Services,JKBK045432,2024-05-15,1,1,0,1,1,1,1,7.0,26.0,12.0,62.0,29.0,136.0,3128k INR,₹3494495,12922.0,24.0,13.64,2859.0,0.221,23.0,0.17,late,4
5735,Udhampur,Other,rural,Multiple,Existing enterprise,Retail,JKBK070817,,1,1,1,1,1,0,0,23.0,,52.0,13.0,30.0,,$36490,,18874.0,12.0,9.86,,,10.0,0.67,Default,0
5736,Anantnag,FEMALE,urban ,Visual,,Manufacturing,JKBK044662,5-2-2024,1,1,1,0,0,0,0,32.0,55.0,51.0,19.0,24.0,181.0,,₹721507,47402.0,,9.4,,,34.0,0.73,Delayed,0
5737,Kulgam,FEMALE,urban ,Multiple,Existing Enterprise,Agri,JKBK091328,,1,1,0,1,1,0,0,4.0,,13.0,16.0,,,$16565,₹1774376,82285.0,18.0,9.72,,,90.0,0.86,Default,0
5738,Srinagar,Female,urban ,Visual,MSME Sunrise Sector,Retail,JKBK075469,As on Feb 2026,1,1,0,1,1,1,1,14.0,34.0,,70.0,16.0,,,6138956,70466.0,60.0,7.33,27872.0,0.396,9.0,0.22,ONTIME,105
5739,Udhampur,Other,Rural,None,Nano Entrepreneur,Tourism,JKBK060322,7-21-2023,1,1,0,1,1,0,0,33.0,29.0,8.0,38.0,,,$36122,2266k INR,90382.0,24.0,13.63,,,28.0,0.32,Delayed,49
5740,Ganderbal,male ,urban ,NA,nano entrepreneur,IT,JKBK041666,As on Feb 2026,1,0,0,1,1,0,0,,77.0,56.0,79.0,38.0,,574k INR,,113829.0,12.0,9.25,,,44.0,0.11,late,0
5741,Bandipora,Other,,Locomotor,nano entrepreneur,IT,JKBK044662,2-22-2023,1,1,0,1,1,1,0,1.0,12.0,57.0,,8.0,,,₹544751,51816.0,12.0,7.44,15396.0,0.297,37.0,0.85,Default,84
5742,Anantnag,male ,,Multiple,Existing enterprise,Agri,JKBK022460,,1,1,0,1,1,0,0,26.0,7.0,40.0,87.0,10.0,170.0,$39701,,48436.0,48.0,14.23,,,47.0,0.2,ONTIME,0
5743,Kishtwar,Other,urban ,Locomotor,,Services,JKBK070268,22/4/2021,1,1,1,0,0,0,0,21.0,59.0,25.0,54.0,21.0,180.0,$4395,₹1042897,44561.0,24.0,8.33,,,36.0,0.18,On-time,0
5744,Ganderbal,Male,rural,Hearing,MSME Sunrise Sector,Healthcare,JKBK010690,2-2-2022,1,1,0,0,0,0,0,2.0,71.0,60.0,9.0,31.0,173.0,1629361,₹2905710,37383.0,48.0,13.74,,,53.0,0.87,ONTIME,109
5745,Doda,Male,urban ,,,IT,JKBK042887,As on Feb 2026,1,1,1,1,1,1,1,,21.0,29.0,14.0,32.0,,₹3373924,₹3431879,66746.0,18.0,7.91,13686.0,0.205,46.0,0.04,ONTIME,140
5746,Reasi,FEMALE,Rural,Visual,MSME Sunrise Sector,Retail,JKBK041399,23/12/2025,1,0,0,0,0,0,0,2.0,10.0,35.0,9.0,27.0,83.0,4765k INR,6061k INR,99425.0,60.0,14.25,,,48.0,0.42,ONTIME,71
5747,Jammu,FEMALE,urban ,Visual,Existing enterprise,Manufacturing,JKBK034322,3-1-2023,1,1,0,1,1,1,1,36.0,55.0,35.0,101.0,4.0,231.0,5762921,,105698.0,24.0,12.96,45545.0,0.431,34.0,0.45,Default,40
5748,Samba,,,NA,nano entrepreneur,Agri,JKBK055961,,1,1,0,1,1,0,0,38.0,44.0,56.0,,43.0,,,,63127.0,18.0,11.57,,,39.0,0.07,,0
5749,Samba,male ,,,MSME Sunrise Sector,Services,JKBK052454,11-9-2024,1,1,1,1,0,0,0,30.0,26.0,13.0,9.0,25.0,103.0,1543k INR,,68627.0,48.0,11.14,,,39.0,0.22,ONTIME,0
5750,Udhampur,Other,,NA,MSME Sunrise Sector,Healthcare,JKBK031300,,1,1,0,1,1,0,0,5.0,28.0,27.0,80.0,33.0,173.0,$29086,,8771.0,48.0,12.77,,,75.0,0.63,ONTIME,0
5751,Rajouri,male ,Rural,NA,Existing enterprise,Healthcare,JKBK031827,,1,1,0,1,1,0,0,40.0,9.0,47.0,,25.0,,652k INR,$24919,114621.0,12.0,12.82,,,21.0,0.42,ONTIME,0
5752,Ganderbal,,Urban,None,Existing enterprise,Healthcare,JKBK020035,,1,1,0,1,1,1,1,14.0,30.0,26.0,82.0,36.0,188.0,₹1690735,$19534,,12.0,8.85,,,72.0,0.47,late,0
5753,Kishtwar,male ,Rural,NA,Nano Entrepreneur,IT,JKBK033574,2026-04-11,1,1,0,1,1,0,0,27.0,30.0,51.0,57.0,16.0,181.0,3775k INR,1282580,65934.0,,13.58,,,31.0,0.85,Default,0
5754,Udhampur,,Urban,Visual,MSME Sunrise Sector,,JKBK074274,,1,1,1,1,1,0,0,22.0,34.0,12.0,80.0,11.0,159.0,4316876,4584768,23194.0,18.0,8.61,,,39.0,0.1,Default,0
5755,Ganderbal,Other,Rural,Locomotor,Nano Entrepreneur,Agri,JKBK091122,As on Feb 2026,1,1,0,1,1,1,0,8.0,51.0,41.0,76.0,37.0,213.0,602994,4329035,81578.0,12.0,9.3,25071.0,0.307,82.0,0.44,,0
5756,Udhampur,,,None,Nano Entrepreneur,IT,JKBK045985,As on Feb 2026,1,1,1,1,1,0,0,31.0,63.0,14.0,,,,,3563k INR,49024.0,60.0,13.41,,,67.0,0.85,ONTIME,0
5757,Kathua,Male,Urban,Visual,,,JKBK030255,10/12/2024,1,1,0,1,1,0,0,20.0,44.0,54.0,36.0,19.0,173.0,$39123,$49779,,48.0,14.02,,,13.0,0.32,,54
5758,Baramulla,,urban ,,MSME Sunrise Sector,IT,JKBK086898,5-25-2026,1,1,0,1,1,0,0,,46.0,10.0,19.0,45.0,,1495718,2523k INR,65879.0,60.0,14.32,,,64.0,0.01,late,0
5759,Anantnag,Female,Urban,,Nano Entrepreneur,Agri,JKBK019457,2025-08-26,1,1,1,1,1,0,0,23.0,64.0,37.0,76.0,23.0,223.0,$15689,,98248.0,24.0,12.36,,,66.0,0.35,ONTIME,0
5760,Poonch,Female,rural,Visual,Existing Enterprise,Healthcare,JKBK017173,23/8/2025,1,1,0,1,1,0,0,25.0,67.0,41.0,8.0,9.0,150.0,₹218542,6482697,51832.0,,8.98,,,,0.36,On-time,0
5761,Kupwara,Other,Rural,Hearing,Existing Enterprise,Agri,JKBK081997,As on Feb 2026,1,1,0,0,0,0,0,38.0,6.0,,43.0,23.0,,3012k INR,₹4396691,33778.0,18.0,11.43,,,38.0,0.52,On-time,100
5762,Pulwama,Female,urban ,Locomotor,,Manufacturing,JKBK016426,24/10/2021,1,1,1,1,0,0,0,,82.0,18.0,115.0,26.0,,3030k INR,1012548,112256.0,36.0,7.41,,,79.0,0.58,,165
5763,Kathua,Other,urban ,NA,,Services,JKBK049320,4-3-2026,1,1,1,1,1,1,1,39.0,7.0,26.0,35.0,17.0,124.0,3803k INR,3108768,104739.0,,10.77,,,27.0,0.6,Default,165
5764,Budgam,,rural,Hearing,Nano Entrepreneur,IT,JKBK023222,,1,1,1,1,1,0,0,,90.0,10.0,35.0,27.0,,461k INR,₹1855373,81458.0,12.0,11.63,,,8.0,0.76,Default,0
5765,Kishtwar,Male,Rural,Hearing,Existing enterprise,Manufacturing,JKBK023085,12-6-2021,1,1,0,0,0,0,0,23.0,16.0,14.0,110.0,23.0,186.0,₹576234,₹3149355,49836.0,36.0,11.37,,,87.0,0.61,,33
5766,Pulwama,Male,Urban,Visual,Nano Entrepreneur,Manufacturing,JKBK063952,As on Feb 2026,1,1,0,1,1,1,1,33.0,14.0,48.0,19.0,,,₹317036,₹132227,114530.0,60.0,9.16,26406.0,0.231,82.0,0.38,,0
5767,Srinagar,Male,Rural,Hearing,Existing Enterprise,Healthcare,JKBK063952,9/6/2023,1,1,0,1,1,1,1,32.0,69.0,43.0,16.0,,,2059k INR,₹5797232,81764.0,,6.82,,,70.0,0.2,,0
5768,Ramban,Male,rural,None,Existing enterprise,Services,JKBK044662,13/9/2024,1,1,0,0,0,0,0,15.0,45.0,34.0,,45.0,,1412k INR,5018157,56742.0,60.0,6.54,,,54.0,0.7,On-time,103
5769,Bandipora,FEMALE,Urban,,Existing Enterprise,,JKBK041399,,1,1,1,1,0,0,0,2.0,6.0,33.0,,21.0,,5281731,851k INR,73041.0,60.0,10.77,,,29.0,0.56,On-time,171
5770,Jammu,Male,Rural,NA,nano entrepreneur,Manufacturing,JKBK040778,2024-02-21,1,1,1,1,1,1,1,3.0,17.0,38.0,30.0,45.0,133.0,3618467,5875k INR,77561.0,60.0,9.35,24006.0,0.31,36.0,0.57,,0
5771,Srinagar,Other,Rural,Multiple,,Healthcare,JKBK011500,,1,1,0,1,1,1,0,29.0,40.0,29.0,,37.0,,2672k INR,3025890,91374.0,24.0,12.27,31690.0,0.347,80.0,0.15,Default,0
5772,Poonch,,Rural,,Nano Entrepreneur,,JKBK077603,2-22-2026,1,1,1,1,1,0,0,10.0,57.0,46.0,41.0,,,,,26263.0,12.0,14.05,,,10.0,0.01,ONTIME,0
5773,Pulwama,Male,rural,Locomotor,Existing Enterprise,IT,JKBK068857,2/6/2024,1,1,0,1,1,0,0,32.0,70.0,44.0,19.0,31.0,196.0,4549112,₹5307812,,18.0,9.33,,,21.0,0.68,Default,173
5774,Ramban,male ,urban ,Locomotor,Nano Entrepreneur,Retail,JKBK029949,21/3/2023,1,1,0,1,0,0,0,26.0,,25.0,19.0,45.0,,5322242,$50170,87493.0,,10.95,,,39.0,0.05,On-time,139
5775,Srinagar,,urban ,NA,Existing Enterprise,,JKBK079749,2023-12-01,1,1,0,0,0,0,0,33.0,37.0,20.0,63.0,3.0,156.0,₹920568,1072k INR,70667.0,24.0,10.13,,,60.0,0.54,late,0
5776,Srinagar,Other,urban ,Visual,,IT,JKBK054442,2022-12-23,1,1,0,1,1,0,0,21.0,19.0,22.0,48.0,31.0,141.0,5229475,₹6176718,83552.0,18.0,10.91,,,69.0,0.82,Delayed,0
5777,Anantnag,,rural,,Existing Enterprise,Retail,JKBK011500,26/2/2023,1,1,0,1,1,0,0,0.0,58.0,,39.0,31.0,,₹598369,,35641.0,48.0,13.47,,,4.0,0.51,,0
5778,Bandipora,FEMALE,,Locomotor,Existing Enterprise,Healthcare,JKBK016473,2022-09-16,1,1,1,0,0,0,0,3.0,37.0,49.0,8.0,3.0,100.0,₹3104031,4989k INR,74085.0,48.0,12.91,,,81.0,0.29,ONTIME,0
5778,Baramulla,Other,Urban,None,,Retail,JKBK074773,10-20-2025,1,1,0,1,0,0,0,24.0,88.0,52.0,70.0,19.0,253.0,,5680k INR,11112.0,18.0,8.5,,,7.0,0.83,Default,37
5780,Bandipora,Female,,Hearing,nano entrepreneur,Manufacturing,JKBK074896,,1,1,0,1,1,0,0,36.0,84.0,43.0,39.0,23.0,225.0,4071k INR,₹3797105,118527.0,24.0,10.81,,,36.0,0.65,Default,0
5781,Pulwama,male ,,NA,nano entrepreneur,,JKBK019317,,1,1,0,1,1,1,0,22.0,44.0,47.0,96.0,32.0,241.0,$8488,₹3982110,30361.0,12.0,11.34,10845.0,0.357,66.0,0.95,ONTIME,0
5782,Kishtwar,FEMALE,,None,Existing enterprise,,JKBK054442,,1,1,0,1,1,0,0,37.0,19.0,32.0,62.0,39.0,189.0,,2539k INR,59517.0,60.0,6.51,,,1.0,0.57,late,0
5783,Shopian,male ,urban ,Hearing,Existing enterprise,Retail,JKBK063007,27/3/2022,1,1,0,1,1,1,0,21.0,29.0,,103.0,12.0,,$2218,1986403,39395.0,48.0,11.1,17512.0,0.445,59.0,0.08,On-time,0
5784,Ganderbal,,urban ,Hearing,nano entrepreneur,Services,JKBK075986,2024-02-07,1,1,0,1,1,1,1,38.0,31.0,42.0,76.0,39.0,226.0,₹1159231,₹2731836,98308.0,12.0,12.09,25056.0,0.255,57.0,0.69,late,89
5785,Reasi,male ,Rural,Hearing,nano entrepreneur,Agri,JKBK057029,As on Feb 2026,1,1,1,1,1,0,0,18.0,9.0,41.0,16.0,44.0,128.0,,,,12.0,10.66,,,34.0,0.53,ONTIME,23
5786,Bandipora,FEMALE,rural,Locomotor,,,JKBK029949,6-23-2023,1,0,0,1,0,0,0,31.0,84.0,29.0,74.0,12.0,230.0,,₹2389480,13109.0,48.0,9.3,,,27.0,0.94,On-time,0
5787,Shopian,Female,Rural,Visual,Existing enterprise,IT,JKBK072750,7/1/2023,1,1,0,1,1,1,0,8.0,47.0,28.0,26.0,22.0,131.0,899k INR,2074k INR,21880.0,60.0,8.6,5413.0,0.247,85.0,0.52,late,0
5788,Budgam,Male,rural,None,nano entrepreneur,Retail,JKBK017305,2022-09-10,1,1,1,1,1,0,0,24.0,14.0,48.0,64.0,32.0,182.0,$9389,6086015,84586.0,18.0,11.55,,,13.0,0.91,Delayed,0
5789,Kulgam,,Rural,Hearing,,Services,JKBK075513,2023-11-01,1,1,0,1,1,1,0,6.0,50.0,27.0,96.0,36.0,215.0,$35689,3323k INR,117978.0,24.0,7.33,33241.0,0.282,61.0,0.52,On-time,0
5790,Udhampur,,,Multiple,nano entrepreneur,Retail,JKBK073299,3-14-2023,1,0,0,1,1,1,1,2.0,62.0,6.0,77.0,42.0,189.0,,₹2725496,39572.0,24.0,9.61,16796.0,0.424,90.0,0.63,On-time,0
5791,Pulwama,,,Hearing,MSME Sunrise Sector,Manufacturing,JKBK011785,2022-10-24,1,1,1,1,1,0,0,13.0,,7.0,51.0,4.0,,5514142,4414462,,60.0,10.58,,,65.0,0.11,Delayed,6
5792,Reasi,male ,Urban,Locomotor,MSME Sunrise Sector,Retail,JKBK022460,,1,1,0,1,1,1,1,39.0,41.0,,,28.0,,$41000,$25992,92984.0,24.0,9.39,20944.0,0.225,30.0,0.12,,0
5793,Kathua,FEMALE,Urban,Locomotor,nano entrepreneur,Services,JKBK037553,As on Feb 2026,1,1,1,0,0,0,0,20.0,42.0,33.0,16.0,13.0,124.0,₹4042777,,105020.0,,9.45,,,60.0,0.88,late,78
5794,Samba,,Rural,Locomotor,nano entrepreneur,Tourism,JKBK065431,1-16-2022,1,1,0,0,0,0,0,16.0,41.0,16.0,62.0,,,$11635,188164,23094.0,48.0,6.79,,,,0.79,On-time,0
5795,Jammu,male ,urban ,Locomotor,Existing enterprise,Services,JKBK058342,2023-01-04,1,1,1,0,0,0,0,39.0,33.0,,33.0,34.0,,₹2467047,₹239446,53763.0,,11.62,,,44.0,0.68,late,40
5796,Bandipora,Other,urban ,NA,,Manufacturing,JKBK093771,2025-07-21,1,1,1,1,1,0,0,23.0,14.0,13.0,29.0,7.0,86.0,₹788303,₹697388,,24.0,10.81,,,89.0,0.32,Default,0
5797,Rajouri,Female,Rural,Multiple,Existing enterprise,Agri,JKBK072750,,1,1,0,1,1,0,0,30.0,,17.0,105.0,30.0,,$37780,600196,25829.0,24.0,13.16,,,14.0,0.52,Default,0
5798,Doda,FEMALE,Rural,Locomotor,,Retail,JKBK032602,2022-09-17,1,1,0,1,1,1,1,32.0,18.0,42.0,109.0,39.0,240.0,,,73180.0,60.0,9.11,25462.0,0.348,83.0,0.16,Default,0
5799,Ganderbal,FEMALE,Rural,,MSME Sunrise Sector,Agri,JKBK044515,,1,1,1,1,1,1,1,31.0,43.0,57.0,98.0,,,₹4629500,$27995,60556.0,60.0,12.25,18082.0,0.299,61.0,0.75,late,134
5800,Kathua,FEMALE,Rural,NA,Existing Enterprise,Agri,JKBK062302,6/2/2022,1,1,0,1,1,0,0,23.0,73.0,7.0,18.0,,,,₹4036657,70823.0,60.0,10.67,,,57.0,0.86,ONTIME,0
5801,Samba,FEMALE,rural,Visual,,Services,JKBK051895,1/2/2025,1,1,1,1,1,0,0,21.0,74.0,51.0,110.0,39.0,295.0,$21598,3850047,,,9.1,,,92.0,0.9,Delayed,0
5802,Kulgam,Female,,Locomotor,Existing Enterprise,Retail,JKBK080436,11/1/2026,1,0,0,1,0,0,0,14.0,,11.0,106.0,21.0,,₹3599027,,75800.0,48.0,8.02,,,61.0,0.73,,0
5803,Anantnag,,urban ,Multiple,nano entrepreneur,Tourism,JKBK065431,21/11/2026,1,1,0,1,0,0,0,32.0,65.0,59.0,84.0,41.0,281.0,5659840,6528232,88909.0,36.0,13.4,,,92.0,0.03,,0
5804,Shopian,Female,Urban,None,MSME Sunrise Sector,Agri,JKBK025779,24/2/2022,1,1,1,1,1,0,0,5.0,51.0,25.0,,13.0,,₹4745955,,33774.0,12.0,8.04,,,59.0,0.28,,0
5805,Kathua,Female,Rural,Visual,Nano Entrepreneur,Healthcare,JKBK099411,5-10-2023,1,1,0,0,0,0,0,24.0,,47.0,115.0,14.0,,3468k INR,₹3360199,46211.0,12.0,13.5,,,15.0,,late,0
5806,Pulwama,FEMALE,,,Nano Entrepreneur,Tourism,JKBK032290,9-7-2024,1,0,0,1,1,0,0,,45.0,37.0,46.0,34.0,,5310600,3968k INR,,36.0,12.29,,,40.0,0.36,Delayed,0
5807,Bandipora,Other,Urban,Locomotor,MSME Sunrise Sector,,JKBK060322,2-11-2024,1,1,1,0,0,0,0,1.0,13.0,4.0,55.0,28.0,101.0,$21132,,106573.0,18.0,13.48,,,67.0,0.06,Default,30
5808,Kishtwar,Male,Urban,Locomotor,nano entrepreneur,Retail,JKBK014688,As on Feb 2026,1,0,1,1,1,1,0,5.0,63.0,4.0,10.0,19.0,101.0,$39365,$31463,84616.0,18.0,10.86,37726.0,0.446,83.0,0.32,Delayed,0
5809,Ramban,male ,rural,Multiple,,IT,JKBK036250,,1,1,1,1,1,0,0,37.0,84.0,32.0,49.0,6.0,208.0,5725807,2935723,32010.0,48.0,6.64,,,15.0,0.16,ONTIME,0
5810,Doda,,urban ,Multiple,Existing enterprise,Retail,JKBK077003,,1,1,1,1,1,0,0,,,10.0,49.0,40.0,,2179k INR,2037k INR,101962.0,,10.35,,,45.0,0.97,ONTIME,0
5811,Pulwama,male ,,None,nano entrepreneur,IT,JKBK029311,19/4/2021,1,1,0,1,1,0,0,9.0,20.0,48.0,32.0,19.0,128.0,₹4126331,$16771,,18.0,10.19,,,6.0,0.22,On-time,0
5812,Ganderbal,Female,Rural,NA,,Services,JKBK027962,2022-04-19,1,0,0,1,1,1,1,16.0,22.0,17.0,15.0,44.0,114.0,$49493,$36101,75657.0,12.0,10.68,32956.0,0.436,90.0,0.59,On-time,164
5813,Shopian,FEMALE,rural,None,Existing Enterprise,Services,JKBK041399,5-7-2021,1,1,0,0,0,0,0,29.0,74.0,59.0,81.0,18.0,261.0,,₹5415892,69047.0,24.0,10.73,,,77.0,0.08,,0
5814,Ramban,Male,rural,NA,Nano Entrepreneur,Retail,JKBK027983,,1,0,1,1,1,1,1,17.0,,31.0,14.0,,,$6641,₹6107957,82406.0,48.0,11.62,27478.0,0.333,77.0,,Delayed,0
5815,Pulwama,FEMALE,Urban,,Nano Entrepreneur,Tourism,JKBK051814,As on Feb 2026,1,1,0,1,1,0,0,,18.0,23.0,29.0,31.0,,₹3863553,,67758.0,60.0,10.46,,,15.0,0.07,,107
5816,Bandipora,FEMALE,rural,Multiple,nano entrepreneur,Healthcare,JKBK020870,11-7-2021,1,1,1,1,1,0,0,,31.0,44.0,85.0,44.0,,₹506307,$48661,31159.0,18.0,,,,36.0,0.34,ONTIME,0
5817,Anantnag,male ,Urban,Hearing,Existing enterprise,Agri,JKBK044515,2021-10-25,1,1,0,1,1,0,0,13.0,88.0,53.0,44.0,,,₹1760209,$18503,91526.0,18.0,13.24,,,36.0,0.7,Delayed,0
5818,Poonch,,Rural,Hearing,Nano Entrepreneur,Agri,JKBK055961,,1,1,1,0,0,0,0,,75.0,10.0,,44.0,,₹3550441,$29303,,12.0,11.69,,,58.0,0.9,ONTIME,23
5819,Jammu,Male,Rural,None,Existing enterprise,Agri,JKBK017173,11-9-2026,1,1,0,1,1,1,1,27.0,85.0,7.0,120.0,6.0,245.0,$31775,397607,92169.0,,12.74,,,53.0,0.69,,0
5820,Srinagar,Male,,None,,,JKBK070268,As on Feb 2026,1,1,0,1,1,0,0,4.0,64.0,9.0,30.0,26.0,133.0,,1805k INR,,60.0,7.98,,,51.0,1.0,Default,0
5821,Bandipora,,,Locomotor,nano entrepreneur,Services,JKBK027962,5/12/2026,1,1,1,1,1,1,1,5.0,5.0,,77.0,44.0,,$29670,$41928,88684.0,,12.18,,,83.0,0.04,On-time,0
5822,Bandipora,,urban ,NA,Nano Entrepreneur,Manufacturing,JKBK012110,As on Feb 2026,1,1,0,1,1,0,0,9.0,56.0,22.0,62.0,34.0,183.0,4051k INR,3009235,75435.0,48.0,6.75,,,27.0,0.56,Default,0
5823,Jammu,,Urban,,MSME Sunrise Sector,IT,JKBK093764,As on Feb 2026,1,1,1,1,1,1,1,32.0,66.0,18.0,,35.0,,133k INR,₹3532710,102944.0,48.0,11.76,35928.0,0.349,96.0,0.13,Delayed,0
5824,Pulwama,Male,,Locomotor,Nano Entrepreneur,Services,JKBK032497,,1,1,1,1,1,1,1,,42.0,10.0,36.0,28.0,,$29804,,32064.0,60.0,7.54,7568.0,0.236,40.0,0.86,,0
5825,Udhampur,Female,Urban,Multiple,Existing enterprise,,JKBK021968,9-15-2026,1,1,1,1,1,0,0,0.0,14.0,23.0,14.0,20.0,71.0,₹3099864,2415k INR,64212.0,18.0,8.82,,,49.0,0.07,Delayed,0
5826,Srinagar,FEMALE,urban ,Locomotor,nano entrepreneur,IT,JKBK033574,9-8-2023,1,1,0,1,0,0,0,,53.0,34.0,102.0,19.0,,4631k INR,₹455778,72232.0,,12.01,,,75.0,0.94,,0
5827,Kathua,FEMALE,Rural,None,Nano Entrepreneur,IT,JKBK012835,1-28-2022,1,0,1,1,1,0,0,,11.0,,115.0,43.0,,2275k INR,₹517983,27426.0,12.0,9.43,,,98.0,0.9,,0
5828,Ramban,Other,urban ,Multiple,nano entrepreneur,IT,JKBK075323,9-20-2025,1,1,1,1,1,0,0,12.0,75.0,10.0,51.0,8.0,156.0,₹2726511,$50571,62809.0,60.0,8.88,,,2.0,0.22,Default,0
5829,Ganderbal,FEMALE,urban ,Hearing,Nano Entrepreneur,Manufacturing,JKBK033776,As on Feb 2026,1,1,0,1,1,0,0,,57.0,25.0,,11.0,,3467911,₹5271404,,48.0,13.22,,,64.0,0.52,ONTIME,0
5830,Baramulla,Male,urban ,Multiple,Existing Enterprise,Agri,JKBK067234,2026-10-26,1,1,0,1,1,1,1,39.0,,4.0,10.0,35.0,,₹4845501,2282514,50964.0,60.0,10.49,19820.0,0.389,60.0,0.19,Delayed,0
5831,Kathua,,urban ,Hearing,MSME Sunrise Sector,IT,JKBK077804,9-17-2025,1,1,0,1,1,0,0,21.0,72.0,47.0,46.0,12.0,198.0,$24827,199958,48147.0,18.0,6.87,,,31.0,0.77,Default,141
5832,Ramban,Female,Rural,Visual,,Healthcare,JKBK074395,5/2/2023,1,1,0,1,0,0,0,20.0,63.0,30.0,62.0,,,174338,,,48.0,9.43,,,6.0,0.25,late,0
5833,Ganderbal,Other,Rural,NA,Nano Entrepreneur,Services,JKBK098626,,1,1,0,1,0,0,0,18.0,76.0,34.0,77.0,,,$11048,,31875.0,48.0,11.24,,,79.0,0.72,Delayed,0
5834,Kupwara,FEMALE,rural,None,nano entrepreneur,Agri,JKBK020035,2026-12-18,1,1,0,1,1,1,1,37.0,88.0,51.0,,24.0,,1370k INR,,94790.0,12.0,,,,79.0,0.69,ONTIME,0
5835,Kathua,male ,urban ,Hearing,Existing Enterprise,Healthcare,JKBK020889,,1,1,0,0,0,0,0,38.0,52.0,37.0,80.0,22.0,229.0,$42309,₹5327202,103398.0,18.0,6.74,,,1.0,0.71,late,132
5836,Kishtwar,Male,Rural,Visual,Existing enterprise,Services,JKBK012110,,1,1,0,0,0,0,0,,64.0,36.0,7.0,3.0,,₹1878891,4168k INR,96993.0,48.0,7.95,,,80.0,0.14,ONTIME,120
5837,Ramban,Female,Rural,Multiple,nano entrepreneur,Retail,JKBK059505,11/1/2022,1,1,0,0,0,0,0,13.0,12.0,24.0,87.0,3.0,139.0,,713999,,36.0,6.78,,,53.0,0.57,Default,0
5838,Pulwama,Female,urban ,Locomotor,nano entrepreneur,IT,JKBK068857,2021-12-17,1,1,0,1,1,1,1,20.0,,34.0,43.0,27.0,,$38077,3446765,28722.0,,8.88,,,67.0,0.53,,0
