Application ID,Cleaned District Name,Gender,Cleaned Gender,Residential Type,Cleaned Residential Type,Specially Abled Type,Cleaned Specially Abled Type,Enterprise Type,Cleaned Enterprise Type,Sector,Cleaned Sector,IFSC Code,Application Date,Cleaned Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Cleaned Days_to_BHD_Verification,Days_to_SBDU_Verification,Cleaned Days_to_SBDU_Verification,Days_to_DLIC_Approval,Cleaned Days_to_DLIC_Approval,Days_to_Bank_Sanction,Cleaned Days_to_Bank_Sanction,Days_to_Disbursement,Cleaned Days_to_Disbursement,Total_TAT_Days,Cleaned Total_TAT_Days,Loan Amount (Mixed Units),Cleaned Loan Amount (Mixed Units),Project Cost (Mixed Units),Project Cost,Applicant_Monthly_Income,Cleaned Applicant_Monthly_Income,Loan_Tenure_Months,Clean Loan_Tenure_Months,Interest_Rate_%,Clean Interest_Rate_%,EMI_Amount,Clean EMI_Amount,EMI_to_Income_Ratio,Clean EMI_to_Income_Ratio,Risk_Score,Clean Risk_Score,Credit_Eligibility_Score,Clean Credit_Eligibility_Score,Repayment_Status,Clean Repayment_Status,Days_Overdue
4374,Shopian,Female,Female,rural,Rural,,Na,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK020035,8-2-2023,Aug 2023,1,1,0,1,1,0,0,0,0,53,53,41,41,79,79,30,30,203,203,4722428,"₹4,722,428.00",2735k INR,"₹2,735,000.00",66587,66587,18,18,8.87,8.87,,NA,,NA,46,46,0.77,0.77,Delayed,Delayed,0
4375,Shopian,FEMALE,Female,,NA,Multiple,Multiple,nano entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK094939,19/10/2021,Oct 2021,1,1,0,1,1,1,1,23,23,,NA,23,23,55,55,26,26,,NA,1922248,"₹1,922,248.00",₹3609869,"₹3,609,869.00",43806,43806,60,60,13.55,13.55,15935,15935,0.364,0.364,93,93,0.59,0.59,Delayed,Delayed,0
4376,Kishtwar,Male,Male,urban,Urban,Visual,Visual,MSME Sunrise Sector,Msme Sunrise Sector,IT,IT,JKBK023085,As on Feb 2026,Feb 2026,1,1,1,0,0,0,0,1,1,25,25,,NA,116,116,11,11,,NA,"$30,309","₹2,727,810.00",,NA,57680,57680,24,24,7.05,7.05,,NA,,NA,36,36,0.21,0.21,On-time,NA,74
4377,Pulwama,Male,Male,,NA,Visual,Visual,Existing Enterprise,Existing Enterprise,IT,IT,JKBK049320,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,14,14,55,55,44,44,51,51,3,3,167,167,₹1013999,"₹1,013,999.00",5302k INR,"₹5,302,000.00",74800,74800,18,18,13.07,13.07,,NA,,NA,36,36,0.91,0.91,Default,Default,0
4378,Udhampur,male,Male,rural,Rural,Hearing,Hearing,Existing enterprise,Existing Enterprise,Services,Services,JKBK062214,2023-05-14,May 2023,1,1,1,0,0,0,0,27,27,84,84,41,41,109,109,39,39,300,300,1094k INR,"₹1,094,000.00",₹6467450,"₹6,467,450.00",57092,57092,60,60,7.68,7.68,,NA,,NA,47,47,0.22,0.22,,NA,0
4379,Doda,FEMALE,Female,rural,Rural,Locomotor,Locomotor,Nano Entrepreneur,Nano Entrepreneur,IT,IT,JKBK081014,,NA,1,1,1,1,1,1,0,27,27,8,8,,NA,59,59,44,44,,NA,2500415,"₹2,500,415.00",192k INR,"₹192,000.00",76322,76322,12,12,13.01,13.01,17061,17061,0.224,0.224,95,95,0.54,0.54,Delayed,Delayed,0
4380,Srinagar,FEMALE,Female,,NA,Multiple,Multiple,,NA,Tourism,Tourism,JKBK087893,6-1-2026,Jun 2026,1,1,0,1,1,1,0,34,34,59,59,54,54,27,27,33,33,207,207,4772354,"₹4,772,354.00","$39,209","₹3,528,810.00",83661,83661,60,60,10.01,10.01,12850,12850,0.154,0.154,62,62,0.51,0.51,On-time,NA,0
4381,Jammu,male,Male,rural,Rural,Locomotor,Locomotor,Nano Entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK025091,,NA,1,0,0,0,0,0,0,15,15,41,41,,NA,7,7,,NA,,NA,4650k INR,"₹4,650,000.00",,NA,66524,66524,24,24,,NA,,NA,,NA,56,56,0.09,0.09,ONTIME,On-Time,0
4382,Shopian,FEMALE,Female,Rural,Rural,Locomotor,Locomotor,nano entrepreneur,Nano Entrepreneur,Tourism,Tourism,JKBK081812,16/6/2022,Jun 2022,1,1,0,1,1,1,1,25,25,70,70,49,49,64,64,10,10,218,218,892k INR,"₹892,000.00",,NA,11229,11229,,NA,7.36,7.36,,NA,,NA,15,15,0.93,0.93,Delayed,Delayed,0
4383,Ramban,,NA,Rural,Rural,Multiple,Multiple,Existing enterprise,Existing Enterprise,Services,Services,JKBK030952,1-28-2026,Jan 2026,1,0,0,0,0,0,0,17,17,66,66,39,39,53,53,4,4,179,179,3742k INR,"₹3,742,000.00",,NA,83064,83064,60,60,6.58,6.58,,NA,,NA,16,16,0.49,0.49,,NA,0
4384,Ganderbal,Male,Male,Urban,Urban,Locomotor,Locomotor,,NA,,NA,JKBK083848,8/3/2023,Aug 2023,1,1,1,1,1,0,0,,NA,86,86,4,4,21,21,3,3,,NA,₹2828366,"₹2,828,366.00",,NA,101811,101811,12,12,10.23,10.23,,NA,,NA,70,70,0.19,0.19,late,Late,0
4385,Samba,Female,Female,urban,Urban,NA,Na,Existing Enterprise,Existing Enterprise,Agri,Agri,JKBK026267,2/7/2024,Feb 2024,1,1,0,0,0,0,0,25,25,87,87,19,19,42,42,38,38,211,211,,₹0.00,6803011,"₹6,803,011.00",80039,80039,48,48,13.56,13.56,,NA,,NA,74,74,0.9,0.9,Default,Default,0
4386,Kupwara,Male,Male,rural,Rural,None,Na,Existing Enterprise,Existing Enterprise,,NA,JKBK021950,6/5/2024,Jun 2024,1,1,0,0,0,0,0,,NA,57,57,50,50,30,30,12,12,,NA,,₹0.00,"$44,172","₹3,975,480.00",58079,58079,18,18,,NA,,NA,,NA,,NA,0.96,0.96,Delayed,Delayed,180
4387,Doda,Male,Male,rural,Rural,Hearing,Hearing,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK065875,As on Feb 2026,Feb 2026,1,1,1,1,1,1,1,32,32,28,28,44,44,56,56,16,16,176,176,,₹0.00,₹4288000,"₹4,288,000.00",24981,24981,12,12,10.82,10.82,9664,9664,0.387,0.387,66,66,0.51,0.51,Delayed,Delayed,0
4388,Jammu,Male,Male,Urban,Urban,,Na,nano entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK058342,,NA,1,1,1,0,0,0,0,1,1,,NA,60,60,119,119,45,45,,NA,5617694,"₹5,617,694.00",₹3302935,"₹3,302,935.00",56797,56797,,NA,8.94,8.94,,NA,,NA,8,8,0.87,0.87,late,Late,0
4389,Bandipora,Female,Female,Urban,Urban,None,Na,,NA,Healthcare,Healthcare,JKBK049320,2022-05-27,May 2022,1,1,0,1,1,1,1,30,30,64,64,30,30,50,50,,NA,,NA,2939k INR,"₹2,939,000.00","$20,824","₹1,874,160.00",53818,53818,60,60,12.64,12.64,18136,18136,0.337,0.337,40,40,0.04,0.04,,NA,9
4390,Bandipora,Other,Other,,NA,,Na,Existing enterprise,Existing Enterprise,Agri,Agri,JKBK032602,2021-06-16,Jun 2021,1,1,0,1,0,0,0,30,30,59,59,5,5,33,33,12,12,139,139,,₹0.00,₹2205593,"₹2,205,593.00",,NA,48,48,9.47,9.47,,NA,,NA,66,66,0.2,0.2,Default,Default,0
4391,Baramulla,Female,Female,urban,Urban,,Na,Nano Entrepreneur,Nano Entrepreneur,IT,IT,JKBK083848,1-1-2022,Jan 2022,1,1,0,0,0,0,0,21,21,54,54,,NA,108,108,15,15,,NA,"$32,722","₹2,944,980.00",₹1519552,"₹1,519,552.00",,NA,18,18,6.91,6.91,,NA,,NA,1,1,0.08,0.08,On-time,NA,0
4392,Baramulla,Male,Male,rural,Rural,Locomotor,Locomotor,MSME Sunrise Sector,Msme Sunrise Sector,Tourism,Tourism,JKBK059796,23/12/2023,Dec 2023,1,1,0,0,0,0,0,,NA,69,69,41,41,74,74,32,32,,NA,"$26,216","₹2,359,440.00",3887k INR,"₹3,887,000.00",34380,34380,48,48,10.76,10.76,,NA,,NA,82,82,0.18,0.18,late,Late,114
4393,Kupwara,FEMALE,Female,urban,Urban,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,Tourism,Tourism,JKBK057029,12-7-2024,Dec 2024,1,1,1,1,1,1,0,3,3,31,31,17,17,48,48,9,9,108,108,3656139,"₹3,656,139.00",₹4868446,"₹4,868,446.00",65174,65174,48,48,14.35,14.35,15178,15178,0.233,0.233,50,50,0.92,0.92,Delayed,Delayed,0
4394,Udhampur,male,Male,rural,Rural,Visual,Visual,Existing Enterprise,Existing Enterprise,,NA,JKBK087182,As on Feb 2026,Feb 2026,1,0,1,1,1,0,0,39,39,,NA,10,10,110,110,39,39,,NA,,₹0.00,,NA,99651,99651,36,36,10.49,10.49,,NA,,NA,27,27,0.36,0.36,ONTIME,On-Time,0
4395,Kulgam,Female,Female,rural,Rural,Hearing,Hearing,nano entrepreneur,Nano Entrepreneur,Tourism,Tourism,JKBK092433,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,14,14,25,25,45,45,110,110,24,24,218,218,"$40,469","₹3,642,210.00",,NA,96839,96839,48,48,9.05,9.05,,NA,,NA,85,85,0.88,0.88,On-time,NA,0
4396,Kishtwar,FEMALE,Female,rural,Rural,Hearing,Hearing,Nano Entrepreneur,Nano Entrepreneur,Services,Services,JKBK084740,2023-10-25,Oct 2023,1,1,0,1,1,0,0,24,24,15,15,9,9,,NA,42,42,,NA,"$30,600","₹2,754,000.00",6217k INR,"₹6,217,000.00",84551,84551,48,48,12.48,12.48,,NA,,NA,44,44,0.53,0.53,Default,Default,0
4397,Samba,FEMALE,Female,,NA,NA,Na,nano entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK042887,1-4-2023,Jan 2023,1,1,1,1,1,0,0,0,0,82,82,60,60,42,42,13,13,197,197,₹1072330,"₹1,072,330.00",5448k INR,"₹5,448,000.00",25024,25024,60,60,11.27,11.27,,NA,,NA,100,100,0.94,0.94,Default,Default,0
4398,Reasi,FEMALE,Female,Rural,Rural,Locomotor,Locomotor,Nano Entrepreneur,Nano Entrepreneur,,NA,JKBK048207,,NA,1,1,0,1,1,1,1,38,38,84,84,23,23,38,38,,NA,,NA,3800679,"₹3,800,679.00",₹741311,"₹741,311.00",24678,24678,12,12,9.53,9.53,5057,5057,0.205,0.205,41,41,0.93,0.93,late,Late,0
4399,Anantnag,Female,Female,Urban,Urban,NA,Na,MSME Sunrise Sector,Msme Sunrise Sector,Tourism,Tourism,JKBK073263,2025-09-11,Sep 2025,1,0,1,1,1,1,1,22,22,84,84,41,41,25,25,24,24,196,196,609150,"₹609,150.00",,NA,86056,86056,12,12,9.83,9.83,29023,29023,0.337,0.337,95,95,0.96,0.96,Delayed,Delayed,0
4400,Anantnag,Other,Other,urban,Urban,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,Agri,Agri,JKBK072736,,NA,1,1,0,1,1,0,0,5,5,65,65,46,46,68,68,,NA,,NA,"$8,323","₹749,070.00",126019,"₹126,019.00",94225,94225,60,60,8.71,8.71,,NA,,NA,27,27,0.8,0.8,,NA,0
4401,Rajouri,Male,Male,Urban,Urban,Hearing,Hearing,Existing enterprise,Existing Enterprise,Healthcare,Healthcare,JKBK086347,2026-11-14,Nov 2026,1,1,0,1,0,0,0,37,37,80,80,38,38,107,107,30,30,292,292,,₹0.00,5824k INR,"₹5,824,000.00",97438,97438,12,12,13.44,13.44,,NA,,NA,90,90,0.04,0.04,late,Late,0
4402,Bandipora,,NA,urban,Urban,Hearing,Hearing,Nano Entrepreneur,Nano Entrepreneur,Services,Services,JKBK012835,2022-06-15,Jun 2022,1,1,0,1,1,1,1,2,2,55,55,17,17,28,28,,NA,,NA,,₹0.00,"$44,693","₹4,022,370.00",59646,59646,24,24,10.12,10.12,21896,21896,0.367,0.367,84,84,0.05,0.05,On-time,NA,0
4403,Anantnag,Male,Male,Urban,Urban,NA,Na,Existing enterprise,Existing Enterprise,Tourism,Tourism,JKBK025283,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,40,40,80,80,42,42,,NA,,NA,,NA,,₹0.00,,NA,53937,53937,48,48,12.8,12.8,13321,13321,0.247,0.247,58,58,0.29,0.29,Delayed,Delayed,0
4404,Poonch,Other,Other,Urban,Urban,Multiple,Multiple,nano entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK017531,8-8-2023,Aug 2023,1,1,0,1,1,1,1,29,29,46,46,10,10,93,93,15,15,193,193,₹2460316,"₹2,460,316.00",6328199,"₹6,328,199.00",103233,103233,18,18,6.84,6.84,39369,39369,0.381,0.381,65,65,0.01,0.01,On-time,NA,0
4405,Poonch,Male,Male,Rural,Rural,Locomotor,Locomotor,Nano Entrepreneur,Nano Entrepreneur,Services,Services,JKBK095239,12-7-2023,Dec 2023,1,1,1,0,0,0,0,34,34,64,64,12,12,11,11,30,30,151,151,3972k INR,"₹3,972,000.00",,NA,83769,83769,48,48,11.2,11.2,,NA,,NA,59,59,0.26,0.26,late,Late,0
4406,Kulgam,male,Male,,NA,Locomotor,Locomotor,nano entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK073299,,NA,1,1,0,1,1,0,0,3,3,14,14,34,34,,NA,5,5,,NA,"$35,516","₹3,196,440.00",₹2833160,"₹2,833,160.00",11635,11635,,NA,12.01,12.01,,NA,,NA,4,4,0.94,0.94,late,Late,0
4407,Bandipora,male,Male,Urban,Urban,,Na,Existing enterprise,Existing Enterprise,,NA,JKBK045432,,NA,1,1,0,1,0,0,0,27,27,51,51,58,58,116,116,43,43,295,295,"$44,144","₹3,972,960.00",₹1798945,"₹1,798,945.00",57809,57809,48,48,9.12,9.12,,NA,,NA,67,67,0.99,0.99,Delayed,Delayed,0
4408,Kishtwar,Female,Female,Urban,Urban,Hearing,Hearing,Existing enterprise,Existing Enterprise,Services,Services,JKBK086898,9-5-2022,Sep 2022,1,1,1,1,1,0,0,13,13,87,87,60,60,13,13,6,6,179,179,975k INR,"₹975,000.00",336360,"₹336,360.00",102713,102713,24,24,13.23,13.23,,NA,,NA,64,64,0.3,0.3,On-time,NA,14
4409,Bandipora,Male,Male,Urban,Urban,Hearing,Hearing,,NA,IT,IT,JKBK044124,,NA,1,1,0,1,1,1,0,31,31,33,33,,NA,69,69,,NA,,NA,4032690,"₹4,032,690.00",1779969,"₹1,779,969.00",87766,87766,,NA,,NA,,NA,,NA,17,17,0.16,0.16,,NA,0
4410,Kathua,FEMALE,Female,,NA,Hearing,Hearing,nano entrepreneur,Nano Entrepreneur,Tourism,Tourism,JKBK075469,,NA,1,1,1,1,0,0,0,34,34,58,58,3,3,94,94,10,10,199,199,"$24,845","₹2,236,050.00",6642088,"₹6,642,088.00",26612,26612,24,24,11.31,11.31,,NA,,NA,47,47,0.28,0.28,Delayed,Delayed,0
4411,Shopian,Other,Other,urban,Urban,Locomotor,Locomotor,Nano Entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK016664,24/9/2025,Sep 2025,1,1,0,1,1,1,0,23,23,13,13,3,3,9,9,,NA,,NA,2734153,"₹2,734,153.00",575k INR,"₹575,000.00",104262,104262,60,60,9.46,9.46,34513,34513,0.331,0.331,100,100,0.91,0.91,On-time,NA,97
4411,Samba,Other,Other,rural,Rural,Hearing,Hearing,,NA,Services,Services,JKBK062215,12-18-2026,Dec 2026,1,0,0,1,1,0,0,19,19,34,34,30,30,104,104,15,15,202,202,5278538,"₹5,278,538.00",,NA,43921,43921,36,36,11.75,11.75,,NA,,NA,67,67,0.85,0.85,On-time,NA,0
4413,Baramulla,,NA,,NA,Locomotor,Locomotor,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK047140,,NA,1,1,0,0,0,0,0,1,1,24,24,43,43,66,66,27,27,161,161,5935230,"₹5,935,230.00",382k INR,"₹382,000.00",75870,75870,24,24,12.08,12.08,,NA,,NA,71,71,0.82,0.82,late,Late,7
4414,Pulwama,,NA,urban,Urban,Multiple,Multiple,Nano Entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK055585,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,20,20,,NA,57,57,91,91,9,9,,NA,1380740,"₹1,380,740.00",₹2528870,"₹2,528,870.00",,NA,48,48,9.17,9.17,,NA,,NA,43,43,0.12,0.12,,NA,80
4415,Kulgam,Other,Other,rural,Rural,NA,Na,Nano Entrepreneur,Nano Entrepreneur,Services,Services,JKBK060322,25/9/2025,Sep 2025,1,1,1,0,0,0,0,23,23,8,8,36,36,,NA,12,12,,NA,2685331,"₹2,685,331.00",,NA,74253,74253,24,24,7.58,7.58,,NA,,NA,89,89,0.41,0.41,Default,Default,0
4416,Kulgam,Other,Other,rural,Rural,Visual,Visual,nano entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK088761,,NA,1,1,0,0,0,0,0,22,22,5,5,49,49,108,108,4,4,188,188,,₹0.00,4617k INR,"₹4,617,000.00",33393,33393,18,18,10.19,10.19,,NA,,NA,18,18,0.39,0.39,ONTIME,On-Time,45
4417,Srinagar,Other,Other,urban,Urban,Locomotor,Locomotor,,NA,Agri,Agri,JKBK070179,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,23,23,48,48,51,51,93,93,19,19,234,234,,₹0.00,₹1779511,"₹1,779,511.00",115039,115039,,NA,11.5,11.5,,NA,,NA,81,81,0.88,0.88,,NA,0
4418,Shopian,Male,Male,Urban,Urban,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK069483,,NA,1,1,0,1,1,1,1,23,23,62,62,8,8,73,73,23,23,189,189,₹4767461,"₹4,767,461.00",5589481,"₹5,589,481.00",115947,115947,,NA,9.63,9.63,,NA,,NA,12,12,0.88,0.88,ONTIME,On-Time,0
4419,Doda,Other,Other,Rural,Rural,None,Na,Nano Entrepreneur,Nano Entrepreneur,,NA,JKBK074677,,NA,1,1,1,1,0,0,0,22,22,13,13,54,54,97,97,34,34,220,220,,₹0.00,₹2837336,"₹2,837,336.00",19507,19507,60,60,7.97,7.97,,NA,,NA,8,8,0.84,0.84,Delayed,Delayed,0
4420,Srinagar,male,Male,rural,Rural,Visual,Visual,Existing enterprise,Existing Enterprise,Retail,Retail,JKBK052454,19/11/2025,Nov 2025,1,1,0,1,1,0,0,38,38,23,23,57,57,24,24,24,24,166,166,"$18,439","₹1,659,510.00",4976k INR,"₹4,976,000.00",25017,25017,,NA,13.61,13.61,,NA,,NA,100,100,0.74,0.74,On-time,NA,0
4421,Kishtwar,FEMALE,Female,urban,Urban,Hearing,Hearing,,NA,Tourism,Tourism,JKBK032602,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,12,12,30,30,,NA,101,101,14,14,,NA,3957k INR,"₹3,957,000.00",4665k INR,"₹4,665,000.00",53747,53747,60,60,12.57,12.57,16752,16752,0.312,0.312,,NA,0.85,0.85,ONTIME,On-Time,0
4422,Poonch,Female,Female,Rural,Rural,Multiple,Multiple,Existing Enterprise,Existing Enterprise,IT,IT,JKBK084959,8/10/2023,Aug 2023,1,1,1,1,1,0,0,13,13,15,15,,NA,,NA,42,42,,NA,"$3,064","₹275,760.00","$21,392","₹1,925,280.00",71472,71472,12,12,13.12,13.12,,NA,,NA,17,17,0.32,0.32,ONTIME,On-Time,30
4423,Udhampur,FEMALE,Female,Rural,Rural,None,Na,MSME Sunrise Sector,Msme Sunrise Sector,Tourism,Tourism,JKBK033127,1/12/2023,Jan 2023,1,1,0,1,1,0,0,8,8,37,37,3,3,86,86,29,29,163,163,"$15,013","₹1,351,170.00","$41,717","₹3,754,530.00",,NA,36,36,9.96,9.96,,NA,,NA,89,89,0.4,0.4,ONTIME,On-Time,156
4424,Pulwama,Male,Male,Urban,Urban,Multiple,Multiple,Existing enterprise,Existing Enterprise,Healthcare,Healthcare,JKBK061487,7-12-2026,Jul 2026,1,1,0,1,1,1,1,32,32,16,16,45,45,54,54,5,5,152,152,1048k INR,"₹1,048,000.00",1612k INR,"₹1,612,000.00",73807,73807,24,24,10.59,10.59,16742,16742,0.227,0.227,58,58,0,0,,NA,71
4425,Doda,male,Male,rural,Rural,Multiple,Multiple,Nano Entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK010129,As on Feb 2026,Feb 2026,1,1,1,0,0,0,0,40,40,49,49,32,32,29,29,8,8,158,158,₹2320054,"₹2,320,054.00",,NA,90007,90007,24,24,7.59,7.59,,NA,,NA,,NA,0.77,0.77,,NA,31
4426,Kupwara,Male,Male,,NA,Multiple,Multiple,Existing Enterprise,Existing Enterprise,Tourism,Tourism,JKBK049320,4/4/2026,Apr 2026,1,1,0,1,1,0,0,33,33,19,19,,NA,46,46,41,41,,NA,4673890,"₹4,673,890.00",3966679,"₹3,966,679.00",37698,37698,18,18,11.64,11.64,,NA,,NA,72,72,0.74,0.74,late,Late,0
4427,Kathua,male,Male,Rural,Rural,Locomotor,Locomotor,nano entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK060856,8-26-2026,Aug 2026,1,1,0,1,1,0,0,26,26,20,20,49,49,48,48,45,45,188,188,2017k INR,"₹2,017,000.00",,NA,52087,52087,60,60,13.16,13.16,,NA,,NA,8,8,0.03,0.03,ONTIME,On-Time,32
4428,Srinagar,Female,Female,Urban,Urban,NA,Na,nano entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK025283,11-4-2023,Nov 2023,1,1,0,1,1,0,0,27,27,64,64,11,11,94,94,41,41,237,237,1911k INR,"₹1,911,000.00",₹994697,"₹994,697.00",32733,32733,,NA,12.89,12.89,,NA,,NA,86,86,0.63,0.63,ONTIME,On-Time,0
4429,Kupwara,FEMALE,Female,,NA,,Na,Existing enterprise,Existing Enterprise,IT,IT,JKBK028441,,NA,1,1,1,0,0,0,0,4,4,60,60,5,5,47,47,15,15,131,131,2392519,"₹2,392,519.00",4328k INR,"₹4,328,000.00",71760,71760,48,48,13.41,13.41,,NA,,NA,45,45,0.98,0.98,Default,Default,0
4430,Jammu,Other,Other,Rural,Rural,Visual,Visual,nano entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK010129,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,29,29,14,14,39,39,53,53,35,35,170,170,"$27,820","₹2,503,800.00",4277310,"₹4,277,310.00",74390,74390,,NA,9.44,9.44,,NA,,NA,49,49,0.16,0.16,late,Late,0
4431,Samba,Male,Male,,NA,None,Na,Existing enterprise,Existing Enterprise,Services,Services,JKBK053564,As on Feb 2026,Feb 2026,1,1,0,1,0,0,0,9,9,9,9,22,22,18,18,,NA,,NA,,₹0.00,,NA,45951,45951,24,24,11,11,,NA,,NA,43,43,0.78,0.78,Delayed,Delayed,72
4432,Kathua,Other,Other,Rural,Rural,NA,Na,MSME Sunrise Sector,Msme Sunrise Sector,Services,Services,JKBK041399,,NA,1,1,0,1,1,0,0,34,34,85,85,26,26,75,75,35,35,255,255,₹3036269,"₹3,036,269.00","$14,686","₹1,321,740.00",14394,14394,24,24,8.23,8.23,,NA,,NA,10,10,0.45,0.45,Delayed,Delayed,0
4433,Poonch,Other,Other,Rural,Rural,None,Na,Nano Entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK081812,8/10/2022,Aug 2022,1,1,0,0,0,0,0,9,9,62,62,,NA,80,80,7,7,,NA,"$44,704","₹4,023,360.00",₹2167006,"₹2,167,006.00",94260,94260,36,36,9.74,9.74,,NA,,NA,45,45,0.81,0.81,On-time,NA,0
4434,Poonch,male,Male,Rural,Rural,Visual,Visual,Nano Entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK097343,,NA,1,1,1,1,1,0,0,,NA,48,48,22,22,64,64,19,19,,NA,,₹0.00,,NA,8079,8079,24,24,9.75,9.75,,NA,,NA,97,97,0.16,0.16,Default,Default,0
4435,Rajouri,FEMALE,Female,urban,Urban,Visual,Visual,MSME Sunrise Sector,Msme Sunrise Sector,Tourism,Tourism,JKBK019317,2024-08-17,Aug 2024,1,1,0,1,1,0,0,26,26,56,56,,NA,48,48,11,11,,NA,₹2360433,"₹2,360,433.00",4045k INR,"₹4,045,000.00",23743,23743,18,18,8.21,8.21,,NA,,NA,75,75,0.06,0.06,,NA,124
4436,Bandipora,Male,Male,,NA,Visual,Visual,Nano Entrepreneur,Nano Entrepreneur,Tourism,Tourism,JKBK017822,,NA,1,1,1,1,1,0,0,25,25,54,54,23,23,23,23,4,4,129,129,4720598,"₹4,720,598.00",4637k INR,"₹4,637,000.00",8398,8398,12,12,8.66,8.66,,NA,,NA,30,30,0.86,0.86,Default,Default,0
4437,Anantnag,,NA,Rural,Rural,,Na,Existing Enterprise,Existing Enterprise,,NA,JKBK074274,5-19-2025,May 2025,1,1,0,0,0,0,0,28,28,71,71,33,33,119,119,45,45,296,296,₹1997548,"₹1,997,548.00",1653k INR,"₹1,653,000.00",66344,66344,24,24,6.75,6.75,,NA,,NA,20,20,0.67,0.67,Delayed,Delayed,0
4438,Reasi,Other,Other,Rural,Rural,Hearing,Hearing,nano entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK056686,20/10/2026,Oct 2026,1,1,1,1,1,0,0,38,38,41,41,30,30,71,71,25,25,205,205,1819k INR,"₹1,819,000.00",2335k INR,"₹2,335,000.00",11920,11920,18,18,9.54,9.54,,NA,,NA,13,13,0.15,0.15,late,Late,0
4439,Baramulla,Other,Other,Rural,Rural,,Na,MSME Sunrise Sector,Msme Sunrise Sector,Tourism,Tourism,JKBK033421,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,10,10,23,23,37,37,81,81,,NA,,NA,,₹0.00,597k INR,"₹597,000.00",17954,17954,18,18,12.44,12.44,4689,4689,0.261,0.261,15,15,0.17,0.17,On-time,NA,62
4440,Poonch,Female,Female,Rural,Rural,NA,Na,Nano Entrepreneur,Nano Entrepreneur,,NA,JKBK045985,7-20-2026,Jul 2026,1,1,0,1,0,0,0,16,16,26,26,29,29,69,69,34,34,174,174,,₹0.00,,NA,57139,57139,,NA,9.53,9.53,,NA,,NA,68,68,0.09,0.09,ONTIME,On-Time,0
4440,Ganderbal,male,Male,Urban,Urban,Multiple,Multiple,Existing Enterprise,Existing Enterprise,Retail,Retail,JKBK032167,5-16-2023,May 2023,1,1,0,0,0,0,0,19,19,69,69,22,22,76,76,,NA,,NA,₹2436777,"₹2,436,777.00",288k INR,"₹288,000.00",,NA,24,24,,NA,,NA,,NA,60,60,0.54,0.54,ONTIME,On-Time,79
4442,Reasi,,NA,Urban,Urban,NA,Na,Nano Entrepreneur,Nano Entrepreneur,,NA,JKBK071950,3-9-2022,Mar 2022,1,1,0,0,0,0,0,18,18,30,30,38,38,81,81,10,10,177,177,3420878,"₹3,420,878.00",5270920,"₹5,270,920.00",115239,115239,36,36,7.14,7.14,,NA,,NA,45,45,0.28,0.28,Delayed,Delayed,0
4443,Doda,,NA,rural,Rural,None,Na,nano entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK051895,,NA,1,0,0,0,0,0,0,,NA,82,82,18,18,34,34,18,18,,NA,3247k INR,"₹3,247,000.00",,NA,41645,41645,12,12,11.13,11.13,,NA,,NA,89,89,0.59,0.59,,NA,0
